series,evidence_class,fraction_1,normalized_F,cloud_point_f,source_note
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.3,0.127259,-4.016,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.35,0.15871,-5.799,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.4,0.137743,-4.61,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.45,0.211566,-8.796,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.5,0.253938,-11.198,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.5401,0.285826,-13.006,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.55,0.275342,-12.412,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.5599,0.317714,-14.814,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.58,0.317714,-14.814,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.6,0.338681,-16.003,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.62,0.349165,-16.598,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.6401,0.381053,-18.406,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.65,0.338681,-16.003,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.7,0.381053,-18.406,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.75,0.423424,-20.808,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.78,0.539619,-27.396,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.8,0.571507,-29.204,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.82,0.603395,-31.012,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.85,0.645767,-33.415,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.8601,0.635283,-32.821,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.87,0.73051,-38.22,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.88,0.73051,-38.22,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.8901,0.73051,-38.22,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.9,0.825738,-43.619,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.9101,0.793849,-41.811,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.92,0.761962,-40.003,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,0.95,0.920965,-49.019,Center of plotted data marker extracted from original Iowa PDF Figure 1
Iowa PDF plotted measurement,graph-derived measured point from original PDF vector objects,1.0,1.000029,-53.502,Center of plotted data marker extracted from original Iowa PDF Figure 1
Minnesota retained direct/published point,direct measurement,0.5,0.240741,-11.0,Retained project point using endpoints 2.0°F / -52.0°F
Iowa retained direct/published point,direct/published stock blend,0.57,0.320988,-15.0,Retained project point using endpoints 3.2°F / -53.5°F
Iowa retained direct/published point,direct/published stock blend,0.8,0.585538,-30.0,Retained project point using endpoints 3.2°F / -53.5°F
Iowa retained direct/published point,direct/published stock blend,0.9,0.761905,-40.0,Retained project point using endpoints 3.2°F / -53.5°F
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.0,0.0,14.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.1,0.055556,11.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.2,0.111111,8.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.3,0.203704,3.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.4,0.222222,2.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.5,0.296296,-2.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.6,0.407407,-8.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.7,0.518519,-14.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.8,0.62963,-20.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,0.9,0.925926,-36.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
Cenex Southern Region guideline,supplier guidance — Agtegra-hosted Cenex/CHS material,1.0,1.0,-40.0,Approximate supplier-guideline point normalized to its own +14/-40°F endpoints
